;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
d_meath;Mide;Mide;Mide;;Mide;;;;;;;;;x
d_meath_adj;Midish;Midish;Midish;;Midish;;;;;;;;;x
d_brunswick;Braunschweig;Braunschweig;Braunschweig;;Braunschweig;;;;;;;;;x
d_brunswick_adj;Braunschweigian;Braunschweigian;Braunschweigian;;Braunschweigian;;;;;;;;;x
d_koln;Köln;Köln;Köln;;Köln;;;;;;;;;x
d_koln_adj;Kölnish;Kölnish;Kölnish;;Kölnish;;;;;;;;;x
d_brandenburg;Nordmark;Nordmark;Nordmark;;Nordmark;;;;;;;;;x
d_brandenburg_adj;Nordmarkian;Nordmarkian;Nordmarkian;;Nordmarkian;;;;;;;;;x
d_esztergom;Visegrád;Visegrád;Visegrád;;Visegrád;;;;;;;;;x
d_livonia;Livonia;Livonia;Livonia;;Livonia;;;;;;;;;x
d_livonia_adj;Livonian;Livonian;Livonian;;Livonian;;;;;;;;;x
d_slesvig;Slesvig;Slesvig;Slesvig;;Slesvig;;;;;;;;;x
d_slesvig_adj;Slesvigian;Slesvigian;Slesvigian;;Slesvigian;;;;;;;;;x
d_moravia;Moravia;Moravia;Moravia;;Moravia;;;;;;;;;x
d_bohemia;Bohemia;Bohemia;Bohemia;;Bohemia;;;;;;;;;x
d_pfalz;Pfalz;Pfalz;Pfalz;;Pfalz;;;;;;;;;x
d_pfalz_adj;Rheinish;Rheinish;Rheinish;;Rheinish;;;;;;;;;x
d_athens;Hellas;Hellas;Hellas;;Hellas;;;;;;;;;x
d_athens_adj;Hellenic;Hellenic;Hellenic;;Hellenic;;;;;;;;;x
d_turnovo;Paristrion;Paristrion;Paristrion;;Paristrion;;;;;;;;;x
d_turnovo_adj;Bulgarian;Bulgarian;Bulgarian;;Bulgarian;;;;;;;;;x
d_berg;Jülich-Kleve-Berg;Jülich-Kleve-Berg;Jülich-Kleve-Berg;;Jülich-Kleve-Berg;;;;;;;;;x
d_berg_adj;Bergish;Bergish;Bergish;;Bergish;;;;;;;;;x
d_wurzburg_adj;Frankish;Frankish;Frankish;;Frankish;;;;;;;;;x
d_hainaut_adj;Wallonian;Wallonian;Wallonian;;Wallonian;;;;;;;;;x
d_upper_lorraine;Upper Lorraine;Upper Lorraine;Upper Lorraine;;Upper Lorraine;;;;;;;;;x
d_upper_lorraine_adj;Upper Lorranian;Upper Lorranian;Upper Lorranian;;Upper Lorranian;;;;;;;;;x
d_bamberg_adj;Bambergish;Bambergish;Bambergish;;Bambergish;;;;;;;;;x
d_arles_adj;Arlesian;Arlesian;Arlesian;;Arlesian;;;;;;;;;x
d_provence;Provence;Provence;Provence;;Provence;;;;;;;;;x
d_provence_adj;Provencal;Provencal;Provencal;;Provencal;;;;;;;;;x
d_osterreich;Austria;Austria;Austria;;Austria;;;;;;;;;x
d_osterreich_adj;Austrian;Austrian;Austrian;;Austrian;;;;;;;;;x
d_mesopotamia;Taron;Taron;Taron;;Taron;;;;;;;;;x
d_mesopotamia_adj;Taronian;Taronian;Taronian;;Taronian;;;;;;;;;x
d_trondelag;Trondelag;Trondelag;Trondelag;;Trondelag;;;;;;;;;x
d_trondelag_adj;Trondish;Trondish;Trondish;;Trondish;;;;;;;;;x
d_jamtland;Oppland;Oppland;Oppland;;Oppland;;;;;;;;;x
d_jamtland_adj;Upplandish;Upplandish;Upplandish;;Upplandish;;;;;;;;;x
d_cyprus;Nicosia;Nicosia;Nicosia;;Nicosia;;;;;;;;;x
d_cyprus_adj;Nicosian;Nicosian;Nicosian;;Nicosian;;;;;;;;;x
d_ostlandet;Viken;Viken;Viken;;Viken;;;;;;;;;x
d_ostlandet_adj;Vikenish;Vikenish;Vikenish;;Vikenish;;;;;;;;;x
d_pecs;Pecs;Pecs;Pecs;;Pecs;;;;;;;;;x
d_pecs_adj;Pecsian;Pecsian;Pecsian;;Pecsian;;;;;;;;;x
d_esztergom_adj;Esztergomite;Esztergomite;Esztergomite;;Esztergomite;;;;;;;;;x
d_ungvar_adj;Ungvaran;Ungvaran;Ungvaran;;Ungvaran;;;;;;;;;x
d_pest;Pest;Pest;Pest;;Pest;;;;;;;;;x
d_pest_adj;Pestian;Pestian;Pestian;;Pestian;;;;;;;;;x
d_transylvania;Transylvania;Transylvania;Transylvania;;Transylvania;;;;;;;;;x
d_transylvania_adj;Transylvanian;Transylvanian;Transylvanian;;Transylvanian;;;;;;;;;x
d_nyitra;Nytra;Nytra;Nytra;;Nytra;;;;;;;;;x
d_nyitra_adj;Nytran;Nytran;Nytran;;Nytran;;;;;;;;;x
d_ancona;Ancona;Ancona;Ancona;;Ancona;;;;;;;;;x
d_ancona_adj;Anconetan;Anconetan;Anconetan;;Anconetan;;;;;;;;;x
d_toscana;Tuscany;Tuscany;Tuscany;;Tuscany;;;;;;;;;x
d_toscana_adj;Tuscan;Tuscan;Tuscan;;Tuscan;;;;;;;;;x
d_lombardia;Milano;Milano;Milano;;Milano;;;;;;;;;x
d_lombardia_adj;Lombard;Lombard;Lombard;;Lombard;;;;;;;;;x
d_venice;Venice;Venice;Venice;;Venice;;;;;;;;;x
d_venice_adj;Venetian;Venetian;Venetian;;Venetian;;;;;;;;;x
d_genoa;Genova;Genova;Genova;;Genova;;;;;;;;;x
d_genoa_adj;Genoan;Genoan;Genoan;;Genoan;;;;;;;;;x
d_sicily;Sicily;Sicily;Sicily;;Sicily;;;;;;;;;x
d_sicily_adj;Sicilian;Sicilian;Sicilian;;Sicilian;;;;;;;;;x
d_apulia;Apulia;Apulia;Apulia;;Apulia;;;;;;;;;x
d_apulia_adj;Apulian;Apulian;Apulian;;Apulian;;;;;;;;;x
d_skane;Skaane;Skaane;Skaane;;Skaane;;;;;;;;;x
d_skane_adj;Skaanian;Skaanian;Skaanian;;Skaanian;;;;;;;;;x
d_wallachia;Wallachia;Wallachia;Wallachia;;Wallachia;;;;;;;;;x
d_wallachia_adj;Wallachian;Wallachian;Wallachian;;Wallachian;;;;;;;;;x
d_moldau;Moldavia;Moldavia;Moldavia;;Moldavia;;;;;;;;;x
d_moldau_adj;Moldavian;Moldavian;Moldavian;;Moldavian;;;;;;;;;x
d_greater_poland;Greater Poland;Greater Poland;Greater Poland;;Greater Poland;;;;;;;;;x
d_greater_poland_adj;Greater Polish;Greater Polish;Greater Polish;;Greater Polish;;;;;;;;;x
d_lesser_poland;Lesser Poland;Lesser Poland;Lesser Poland;;Lesser Poland;;;;;;;;;x
d_lesser_poland_adj;Lesser Polish;Lesser Polish;Lesser Polish;;Lesser Polish;;;;;;;;;x
d_mazovia;Mazovia;Mazovia;Mazovia;;Mazovia;;;;;;;;;x
d_mazovia_adj;Mazovian;Mazovian;Mazovian;;Mazovian;;;;;;;;;x
d_kuyavia;Kuyavia;Kuyavia;Kuyavia;;Kuyavia;;;;;;;;;x
d_kuyavia_adj;Kuyavian;Kuyavian;Kuyavian;;Kuyavian;;;;;;;;;x
d_prussia;Prussia;Prussia;Prussia;;Prussia;;;;;;;;;x
d_prussia_adj;Prussian;Prussian;Prussian;;Prussian;;;;;;;;;x
d_croatia;Croatia;Croatia;Croatia;;Croatia;;;;;;;;;x
d_croatia_adj;Croatian;Croatian;Croatian;;Croatian;;;;;;;;;x
d_bosnia;Bosnia;Bosnia;Bosnia;;Bosnia;;;;;;;;;x
d_bosnia_adj;Bosnian;Bosnian;Bosnian;;Bosnian;;;;;;;;;x
d_burgundy;Burgundy;Burgundy;Burgundy;;Burgundy;;;;;;;;;x
d_burgundy_adj;Burgundian;Burgundian;Burgundian;;Burgundian;;;;;;;;;x
d_aquitaine;Aquitaine;Aquitaine;Aquitaine;;Aquitaine;;;;;;;;;x
d_aquitaine_adj;Aquitanian;Aquitanian;Aquitanian;;Aquitanian;;;;;;;;;x
d_lithuanians;Lithuania;Lithuania;Lithuania;;Lithuania;;;;;;;;;x
d_lithuanians_adj;Lithuanian;Lithuanian;Lithuanian;;Lithuanian;;;;;;;;;x
d_upper_burgundy;Upper Burgundy;Upper Burgundy;Upper Burgundy;;Upper Burgundy;;;;;;;;;x
d_upper_burgundy_adj;Upper Burgundian;Upper Burgundian;Upper Burgundian;;Upper Burgundian;;;;;;;;;x
d_silesia;Silesia;Silesia;Silesia;;Silesia;;;;;;;;;x
d_silesia_adj;Silesian;Silesian;Silesian;;Silesian;;;;;;;;;x
d_auvergne;Auvergne;Auvergne;Auvergne;;Auvergne;;;;;;;;;x
d_auvergne_adj;Auvergnan;Auvergnan;Auvergnan;;Auvergnan;;;;;;;;;x
d_toulouse;Toulouse;Toulouse;Toulouse;;Toulouse;;;;;;;;;x
d_toulouse_adj;Tolosan;Tolosan;Tolosan;;Tolosan;;;;;;;;;x
d_champagne;Champagne;Champagne;Champagne;;Champagne;;;;;;;;;x
d_champagne_adj;Champagnan;Champagnan;Champagnan;;Champagnan;;;;;;;;;x
d_brittany;Brittany;Brittany;Brittany;;Brittany;;;;;;;;;x
d_brittany_adj;Breton;Breton;Breton;;Breton;;;;;;;;;x
d_utrecht;Utrecht;Utrecht;Utrecht;;Utrecht;;;;;;;;;x
d_utrecht_adj;Utrechtian;Utrechtian;Utrechtian;;Utrechtian;;;;;;;;;x
d_nevers;Nevers;Nevers;Nevers;;Nevers;;;;;;;;;x
d_nevers_adj;Nerversian;Nerversian;Nerversian;;Nerversian;;;;;;;;;x
d_rethel;Rethel;Rethel;Rethel;;Rethel;;;;;;;;;x
d_rethel_adj;Rethelian;Rethelian;Rethelian;;Rethelian;;;;;;;;;x
d_kiev;Kiev;Kiev;Kiev;;Kiev;;;;;;;;;x
d_kiev_adj;Kievan;Kievan;Kievan;;Kievan;;;;;;;;;x
k_saxonengland;England;England;England;;England;;;;;;;;;x
k_saxonengland_adj;Ænglisc;Ænglisc;Ænglisc;;Ænglisc;;;;;;;;;x
k_sahara;Sahara;Sahara;Sahara;;Sahara;;;;;;;;;x
k_sahara_adj;Saharan;Saharan;Saharan;;Saharan;;;;;;;;;x
d_sahara;Sahara;Sahara;Sahara;;Sahara;;;;;;;;;x
d_sahara_adj;Saharan;Saharan;Saharan;;Saharan;;;;;;;;;x
d_armenia_minor;Cilicia Pedias;Cilicia Pedias;Cilicia Pedias;;Cilicia Pedias;;;;;;;;;x
d_armenia_minor_adj;Cilician;Cilician;Cilician;;Cilician;;;;;;;;;x
d_seleukeia;Cilicia Trachea;Cilicia Trachea;Cilicia Trachea;;Cilicia Trachea;;;;;;;;;x
d_seleukeia_adj;Cilician;Cilician;Cilician;;Cilician;;;;;;;;;x
k_antioch;Antioch;Antioch;Antioch;;Antioch;;;;;;;;;x
k_antioch_adj;Antiochean;Antiochean;Antiochean;;Antiochean;;;;;;;;;x
d_germanias;Germanias;Germanias;Germanias;;Germanias;;;;;;;;;x
d_germanias_adj;Germaniasian;Germaniasian;Germaniasian;;Germaniasian;;;;;;;;;x
d_diyareast;Diyar Rabi'a;Diyar Rabi'a;Diyar Rabi'a;;Diyar Rabi'a;;;;;;;;;x
d_diyareast_adj;Rabian;Rabian;Rabian;;Rabian;;;;;;;;;x
d_diyarwest;Diyar Mudar;Diyar Mudar;Diyar Mudar;;Diyar Mudar;;;;;;;;;x
d_diyarwest_adj;Mudaren;Mudaren;Mudaren;;Mudaren;;;;;;;;;x
d_homs;Homs;Homs;Homs;;Homs;;;;;;;;;x
d_homs_adj;Homsian;Homsian;Homsian;;Homsian;;;;;;;;;x
d_jordan;Jordan;Jordan;Jordan;;Jordan;;;;;;;;;x
d_jordan_adj;Jordanian;Jordanian;Jordanian;;Jordanian;;;;;;;;;x
d_damascus;Damascus;Damascus;Damascus;;Damascus;;;;;;;;;x
d_damascus_adj;Damascan;Damascan;Damascan;;Damascan;;;;;;;;;x
d_aleppo;Aleppo;Aleppo;Aleppo;;Aleppo;;;;;;;;;x
d_aleppo_adj;Aleppan;Aleppan;Aleppan;;Aleppan;;;;;;;;;x
k_syria;Syria;Syria;Syria;;Syria;;;;;;;;;x
k_syria_adj;Syrian;Syrian;Syrian;;Syrian;;;;;;;;;x
k_aljazira;Djazirah;Djazirah;Djazirah;;Djazirah;;;;;;;;;x
k_aljazira_adj;Djaziran;Djaziran;Djaziran;;Djaziran;;;;;;;;;x
d_antioch;Principality of Antioch;Principality of Antioch;Principality of Antioch;;Principality of Antioch;;;;;;;;;x
d_antioch_adj;Antiochean;Antiochean;Antiochean;;Antiochean;;;;;;;;;x
d_castilla;Castilla;Castilla;Castilla;;Castilla;;;;;;;;;x
d_castilla_adj;Castillan;Castillan;Castillan;;Castillan;;;;;;;;;x
d_leon;León;León;León;;León;;;;;;;;;x
d_leon_adj;Asturian;Asturian;Asturian;;Asturian;;;;;;;;;x
d_navarra;Navarra;Navarra;Navarra;;Navarra;;;;;;;;;x
d_navarra_adj;Navarran;Navarran;Navarran;;Navarran;;;;;;;;;x
d_aragon;Aragón;Aragón;Aragón;;Aragón;;;;;;;;;x
d_aragon_adj;Aragonian;Aragonian;Aragonian;;Aragonian;;;;;;;;;x
d_la_mancha_adj;Manchegan;Manchegan;Manchegan;;Manchegan;;;;;;;;;x
d_alentejo;Alentejo;Alentejo;Alentejo;;Alentejo;;;;;;;;;x
d_alentejo_adj;Alentejan;Alentejan;Alentejan;;Alentejan;;;;;;;;;x
d_algarve;Algarve;Algarve;Algarve;;Algarve;;;;;;;;;x
d_algarve_adj;Algarvian;Algarvian;Algarvian;;Algarvian;;;;;;;;;x
d_beira;Beira;Beira;Beira;;Beira;;;;;;;;;x
d_beira_adj;Beiran;Beiran;Beiran;;Beiran;;;;;;;;;x
d_catalunya_nova;Catalunya Nova;Catalunya Nova;Catalunya Nova;;Catalunya Nova;;;;;;;;;x
d_catalunya_nova_adj;Catalan;Catalan;Catalan;;Catalan;;;;;;;;;x
d_catalunya_vella;Catalunya Vella;Catalunya Vella;Catalunya Vella;;Catalunya Vella;;;;;;;;;x
d_catalunya_vella_adj;Catalan;Catalan;Catalan;;Catalan;;;;;;;;;x
d_cordoba;Córdoba;Córdoba;Córdoba;;Córdoba;;;;;;;;;x
d_cordoba_adj;Cordoban;Cordoban;Cordoban;;Cordoban;;;;;;;;;x
d_badajoz;Extremadura;Extremadura;Extremadura;;Extremadura;;;;;;;;;x
d_badajoz_adj;Extremaduran;Extremaduran;Extremaduran;;Extremaduran;;;;;;;;;x
d_galicia;Galicia;Galicia;Galicia;;Galicia;;;;;;;;;x
d_galicia_adj;Galician;Galician;Galician;;Galician;;;;;;;;;x
d_granada;Granada;Granada;Granada;;Granada;;;;;;;;;x
d_granada_adj;Granadan;Granadan;Granadan;;Granadan;;;;;;;;;x
d_mallorca;Mallorca;Mallorca;Mallorca;;Mallorca;;;;;;;;;x
d_mallorca_adj;Mallorcan;Mallorcan;Mallorcan;;Mallorcan;;;;;;;;;x
d_murcia;Murcia;Murcia;Murcia;;Murcia;;;;;;;;;x
d_murcia_adj;Murcian;Murcian;Murcian;;Murcian;;;;;;;;;x
d_najera;Nájera;Nájera;Nájera;;Nájera;;;;;;;;;x
d_najera_adj;Najeran;Najeran;Najeran;;Najeran;;;;;;;;;x
d_portucale;Portucale;Portucale;Portucale;;Portucale;;;;;;;;;x
d_portucale_adj;Portucalensian;Portucalensian;Portucalensian;;Portucalensian;;;;;;;;;x
d_ribatejo;Ribatejo;Ribatejo;Ribatejo;;Ribatejo;;;;;;;;;x
d_ribatejo_adj;Ribatejan;Ribatejan;Ribatejan;;Ribatejan;;;;;;;;;x
d_salamanca;Salamanca;Salamanca;Salamanca;;Salamanca;;;;;;;;;x
d_salamanca_adj;Salmancan;Salmancan;Salmancan;;Salmancan;;;;;;;;;x
d_segovia;Segovia;Segovia;Segovia;;Segovia;;;;;;;;;x
d_segovia_adj;Segovian;Segovian;Segovian;;Segovian;;;;;;;;;x
d_sevilla;Sevilla;Sevilla;Sevilla;;Sevilla;;;;;;;;;x
d_sevilla_adj;Sevillan;Sevillan;Sevillan;;Sevillan;;;;;;;;;x
d_teruel;Teruel;Teruel;Teruel;;Teruel;;;;;;;;;x
d_teruel_adj;Teruelan;Teruelan;Teruelan;;Teruelan;;;;;;;;;x
d_toledo;Toledo;Toledo;Toledo;;Toledo;;;;;;;;;x
d_toledo_adj;Toledan;Toledan;Toledan;;Toledan;;;;;;;;;x
d_valencia;Valencia;Valencia;Valencia;;Valencia;;;;;;;;;x
d_valencia_adj;Valencian;Valencian;Valencian;;Valencian;;;;;;;;;x
d_zaragoza;Zaragoza;Zaragoza;Zaragoza;;Zaragoza;;;;;;;;;x
d_zaragoza_adj;Zaragozan;Zaragozan;Zaragozan;;Zaragozan;;;;;;;;;x
d_iceland;Iceland;Iceland;Iceland;;Iceland;;;;;;;;;x
d_iceland_adj;Icelandic;Icelandic;Icelandic;;Icelandic;;;;;;;;;x
d_insalah;In-Salah;In-Salah;In-Salah;;In-Salah;;;;;;;;;x
d_insalah_adj;In-Salahite;In-Salahite;In-Salahite;;In-Salahite;;;;;;;;;x
d_ghadames;Ghadamès;Ghadamès;Ghadamès;;Ghadamès;;;;;;;;;x
d_ghadames_adj;Ghadamèsian;Ghadamèsian;Ghadamèsian;;Ghadamèsian;;;;;;;;;x
d_tekkada;Tekkeda;Tekkeda;Tekkeda;;Tekkeda;;;;;;;;;x
d_tekkada_adj;Tekkedan;Tekkedan;Tekkedan;;Tekkedan;;;;;;;;;x
d_agades;Agadez;Agadez;Agadez;;Agadez;;;;;;;;;x
d_agades_adj;Agadezian;Agadezian;Agadezian;;Agadezian;;;;;;;;;x
d_ghat;Ghat;Ghat;Ghat;;Ghat;;;;;;;;;x
d_ghat_adj;Ghatian;Ghatian;Ghatian;;Ghatian;;;;;;;;;x
d_bilma;Bilma;Bilma;Bilma;;Bilma;;;;;;;;;x
d_bilma_adj;Bilman;Bilman;Bilman;;Bilman;;;;;;;;;x
d_gasaga;Gasaga;Gasaga;Gasaga;;Gasaga;;;;;;;;;x
d_gasaga_adj;Gasagan;Gasagan;Gasagan;;Gasagan;;;;;;;;;x
d_elfasher;El Fasher;El Fasher;El Fasher;;El Fasher;;;;;;;;;x
d_elfasher_adj;El Fasherian;El Fasherian;El Fasherian;;El Fasherian;;;;;;;;;x
d_dongola;Dongola;Dongola;Dongola;;Dongola;;;;;;;;;x
d_dongola_adj;Dongolan;Dongolan;Dongolan;;Dongolan;;;;;;;;;x
d_roufra;Roufra;Roufra;Roufra;;Roufra;;;;;;;;;x
d_roufra_adj;Roufran;Roufran;Roufran;;Roufran;;;;;;;;;x
d_awlil;Awlil;Awlil;Awlil;;Awlil;;;;;;;;;x
d_awlil_adj;Awlilian;Awlilian;Awlilian;;Awlilian;;;;;;;;;x
k_insalah;In-Salah;In-Salah;In-Salah;;In-Salah;;;;;;;;;x
k_insalah_adj;In-Salahite;In-Salahite;In-Salahite;;In-Salahite;;;;;;;;;x
k_ghadames;Ghadamès;Ghadamès;Ghadamès;;Ghadamès;;;;;;;;;x
k_ghadames_adj;Ghadamèsian;Ghadamèsian;Ghadamèsian;;Ghadamèsian;;;;;;;;;x
k_tekkada;Tekkeda;Tekkeda;Tekkeda;;Tekkeda;;;;;;;;;x
k_tekkada_adj;Tekkedan;Tekkedan;Tekkedan;;Tekkedan;;;;;;;;;x
k_agades;Agadez;Agadez;Agadez;;Agadez;;;;;;;;;x
k_agades_adj;Agadezian;Agadezian;Agadezian;;Agadezian;;;;;;;;;x
k_ghat;Ghat;Ghat;Ghat;;Ghat;;;;;;;;;x
k_ghat_adj;Ghatian;Ghatian;Ghatian;;Ghatian;;;;;;;;;x
k_bilma;Bilma;Bilma;Bilma;;Bilma;;;;;;;;;x
k_bilma_adj;Bilman;Bilman;Bilman;;Bilman;;;;;;;;;x
k_gasaga;Gasaga;Gasaga;Gasaga;;Gasaga;;;;;;;;;x
k_gasaga_adj;Gasagan;Gasagan;Gasagan;;Gasagan;;;;;;;;;x
k_elfasher;El Fasher;El Fasher;El Fasher;;El Fasher;;;;;;;;;x
k_elfasher_adj;El Fasherian;El Fasherian;El Fasherian;;El Fasherian;;;;;;;;;x
k_dongola;Dongola;Dongola;Dongola;;Dongola;;;;;;;;;x
k_dongola_adj;Dongolan;Dongolan;Dongolan;;Dongolan;;;;;;;;;x
k_roufra;Roufra;Roufra;Roufra;;Roufra;;;;;;;;;x
k_roufra_adj;Roufran;Roufran;Roufran;;Roufran;;;;;;;;;x
k_awlil;Awlil;Awlil;Awlil;;Awlil;;;;;;;;;x
k_awlil_adj;Awlilian;Awlilian;Awlilian;;Awlilian;;;;;;;;;x
d_foix;Foix;Foix;Foix;;Foix;;;;;;;;;x
d_foix_adj;Foixian;Foixian;Foixian;;Foixian;;;;;;;;;x
d_gevaudan;Gevaudan;Gevaudan;Gevaudan;;Gevaudan;;;;;;;;;x
d_gevaudan_adj;Gevaudanian;Gevaudanian;Gevaudanian;;Gevaudanian;;;;;;;;;x
d_acre;Acre;Acre;Acre;;Acre;;;;;;;;;x
d_acre_adj;Acrean;Acrean;Acrean;;Acrean;;;;;;;;;x
d_ascalon;Jaffa-Ascalon;Jaffa-Ascalon;Jaffa-Ascalon;;Jaffa-Ascalon;;;;;;;;;x
d_ascalon_adj;Jaffan;Jaffan;Jaffan;;Jaffan;;;;;;;;;x
d_galilee;Principality  of Galilee;Principality  of Galilee;Principality  of Galilee;;Principality  of Galilee;;;;;;;;;x
d_galilee_adj;Galilean;Galilean;Galilean;;Galilean;;;;;;;;;x
k_georgia;Georgia;Georgia;Georgia;;Georgia;;;;;;;;;x
k_georgia_adj;Georgian;Georgian;Georgian;;Georgian;;;;;;;;;x
d_oberbayern;Upper Bavaria;Upper Bavaria;Upper Bavaria;;Upper Bavaria;;;;;;;;;x
d_oberbayern_adj;Upper Bavarian;Upper Bavarian;Upper Bavarian;;Upper Bavarian;;;;;;;;;x
d_styria;Styria;Styria;Styria;;Styria;;;;;;;;;x
d_styria_adj;Styrian;Styrian;Styrian;;Styrian;;;;;;;;;x
d_saxewittenberg;Saxe-Wittenberg;Saxe-Wittenberg;Saxe-Wittenberg;;Saxe-Wittenberg;;;;;;;;;x
d_saxewittenberg.adj;Saxian;Saxian;Saxian;;Saxian;;;;;;;;;x
d_burgau;Burgau;Burgau;Burgau;;Burgau;;;;;;;;;x
d_burgau_adj;Burgauan;Burgauan;Burgauan;;Burgauan;;;;;;;;;x
d_rheinfranken;Rhein;Rhein;Rhein;;Rhein;;;;;;;;;x
d_rheinfranken_adj;Rheinish;Rheinish;Rheinish;;Rheinish;;;;;;;;;x
d_degothers;Goths;Goths;Goths;;Goths;;;;;;;;;x
d_degothers_adj;Gothic;Gothic;Gothic;;Gothic;;;;;;;;;x
d_devenders;Wends;Wends;Wends;;Wends;;;;;;;;;x
d_devenders_adj;Wendish;Wendish;Wendish;;Wendish;;;;;;;;;x
k_austria_adj;Austrian;Austrian;Austrian;;Austrian;;;;;;;;;x
k_provence;Provençal;Provençal;Provençal;;Provençal;;;;;;;;;x
k_york;York;York;York;;York;;;;;;;;;x
k_york_adj;Yorkish;Yorkish;Yorkish;;Yorkish;;;;;;;;;x
d_lower_lorraine;Lower Lorraine;Lower Lorraine;Lower Lorraine;;Lower Lorraine;;;;;;;;;x
d_lower_lorraine_adj;Lower Lorranian;Lower Lorranian;Lower Lorranian;;Lower Lorranian;;;;;;;;;x
d_brabanttitular;Brabant;Brabant;Brabant;;Brabant;;;;;;;;;x
d_brabanttitular_adj;Brabantine;Brabantine;Brabantine;;Brabantine;;;;;;;;;x
k_valencia;Valencia;Valencia;Valencia;;Valencia;;;;;;;;;x
k_valencia_adj;Valencian;Valencian;Valencian;;Valencian;;;;;;;;;x
k_spanish_galicia;Galicia;Galicia;Galicia;;Galicia;;;;;;;;;x
k_spanish_galicia_adj;Galician;Galician;Galician;;Galician;;;;;;;;;x
k_granada;Granada;Granada;Granada;;Granada;;;;;;;;;x
k_granada_adj;Granadan;Granadan;Granadan;;Granadan;;;;;;;;;x
k_catalunya;Catalunya;Catalunya;Catalunya;;Catalunya;;;;;;;;;x
k_catalunya_adj;Catalan;Catalan;Catalan;;Catalan;;;;;;;;;x
d_alba_de_tormes;Alba de Tormes;Alba de Tormes;Alba de Tormes;;Alba de Tormes;;;;;;;;;x
d_alba_de_tormes_adj;Albine;Albine;Albine;;Albine;;;;;;;;;x
d_alburquerque;Alburquerque;Alburquerque;Alburquerque;;Alburquerque;;;;;;;;;x
d_alburquerque_adj;Alburquerquin;Alburquerquin;Alburquerquin;;Alburquerquin;;;;;;;;;x
d_cardona;Cardona;Cardona;Cardona;;Cardona;;;;;;;;;x
d_cardona_adj;Cardonan;Cardonan;Cardonan;;Cardonan;;;;;;;;;x
d_gandia;Gandia;Gandia;Gandia;;Gandia;;;;;;;;;x
d_gandia_adj;Gandian;Gandian;Gandian;;Gandian;;;;;;;;;x
d_infantado;Infantado;Infantado;Infantado;;Infantado;;;;;;;;;x
d_infantado_adj;Infantine;Infantine;Infantine;;Infantine;;;;;;;;;x
d_medina_sidonia;Medina Sidonia;Medina Sidonia;Medina Sidonia;;Medina Sidonia;;;;;;;;;x
d_medina_sidonia_adj;de Medina Sidonia;de Medina Sidonia;de Medina Sidonia;;de Medina Sidonia;;;;;;;;;x
d_medinaceli;Medinaceli;Medinaceli;Medinaceli;;Medinaceli;;;;;;;;;x
d_medinaceli_adj;de Medinaceli;de Medinaceli;de Medinaceli;;de Medinaceli;;;;;;;;;x
e_occitania;Occitània;Occitània;Occitània;;Occitània;;;;;;;;;x
e_occitania_adj;Occitan;Occitan;Occitan;;Occitan;;;;;;;;;x
d_swabia;Schwaben;Schwaben;Schwaben;;Schwaben;;;;;;;;;x
d_swabia_adj;Swabian;Swabian;Swabian;;Swabian;;;;;;;;;x
d_carinthia;Kärnten;Kärnten;Kärnten;;Kärnten;;;;;;;;;x
d_carinthia_adj;Carinthian;Carinthian;Carinthian;;Carinthian;;;;;;;;;x
d_saxony;Sachsen;Sachsen;Sachsen;;Sachsen;;;;;;;;;x
d_saxony_adj;Saxon;Saxon;Saxon;;Saxon;;;;;;;;;x
d_bavaria;Bavaria;Bavaria;Bavaria;;Bavaria;;;;;;;;;x
d_bavaria_adj;Bavarian;Bavarian;Bavarian;;Bavarian;;;;;;;;;x
d_franconia;Rheinfranken;Rheinfranken;Rheinfranken;;Rheinfranken;;;;;;;;;x
d_franconia_adj;Franconian;Franconian;Franconian;;Franconian;;;;;;;;;x
d_lauenburg;Lauenburg;Lauenburg;Lauenburg;;Lauenburg;;;;;;;;;x
d_lauenburg_adj;Lauenburgian;Lauenburgian;Lauenburgian;;Lauenburgian;;;;;;;;;x
k_salerno;Salerno;Salerno;Salerno;;Salerno;;;;;;;;;x
k_salerno_adj;Salernitan;Salernitan;Salernitan;;Salernitan;;;;;;;;;x
d_yatviags;Yatviags;Yatviags;Yatviags;;Yatviags;;;;;;;;;x
d_yatviags_adj;Yatviagian;Yatviagian;Yatviagian;;Yatviagian;;;;;;;;;x
d_pruthenians;Pruthenians;Pruthenians;Pruthenians;;Pruthenians;;;;;;;;;x
d_pruthenians_adj;Pruthenian;Pruthenian;Pruthenian;;Pruthenian;;;;;;;;;x
d_curonian;Curonians;Curonians;Curonians;;Curonians;;;;;;;;;x
d_curonian_adj;Curonian;Curonian;Curonian;;Curonian;;;;;;;;;x
d_zemigalians;Zemgali;Zemgali;Zemgali;;Zemgali;;;;;;;;;x
d_zemigalians_adj;Zemigalian;Zemigalian;Zemigalian;;Zemigalian;;;;;;;;;x
d_lettigalians;Latgali;Latgali;Latgali;;Latgali;;;;;;;;;x
d_lettigalians_adj;Lettigalian;Lettigalian;Lettigalian;;Lettigalian;;;;;;;;;x
d_esthonia;Estonia;Estonia;Estonia;;Estonia;;;;;;;;;x
d_esthonia_adj;Estonian;Estonian;Estonian;;Estonian;;;;;;;;;x
